Binary Path: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/prog.cgi

========== Binary Function Keywords ==========
[1] #text
target_addr         : 0x47a3c0
range_list          : [[68, 165]]
conditions_str      : 
taint_source        : webGetVarString
taint_sink_addr     : 5243160
taint_sink          : nvram_safe_set
set_keyword         : ipv6_prefix_length
source_addr         : 0x419f74
path_flag           : 0x47ada4#0x47ad80#0x47ad60#0x47ad3c#0x47ad1c#0x47acf8#0x47acd8#0x47acb4#0x47ac90#0x47ac6c#0x47ac48#0x47ac24#0x47abfc#0x47ab90#0x47ab7c#0x47ab58#0x47ab44#0x47ab2c#0x47ab0c#0x47aaf8#0x47aae0#0x47aac0#0x47aaac#0x47aa94#0x47aa74#0x47aa60#0x47aa48#0x47aa28#0x47aa14#0x47a9fc#0x47a9dc#0x47a9c8#0x47a9b0#0x47a990#0x47a97c#0x47a964#0x47a944#0x47a930#0x47a918#0x47a8f8#0x47a8e4#0x47a8cc#0x47a8ac#0x47a898#0x47a880#0x47a860#0x47a844#0x47a830#0x47a824#0x47a800#0x47a7f4#0x47a7d0#0x47a7b8#0x47a798#0x47a784#0x47a76c#0x47a74c
*** Path #72 ***
error_messges_str   : 
str_length_visited_function: snprintf*93
decompile_list      : ['                      puVar8 = webGetVarString(param_1,\n                                               "/SetIPv66in4TunnelSettings/IPv6_SecondaryDNS");\n                      if (puVar8 == (undefined *)0x0) {\n                        local_150 = 0;\n                      }\n                      else {\n                        __s1 = webGetVarString(param_1,"/SetIPv66in4TunnelSettings/IPv6_DhcpPd");\n                        if (__s1 == (char *)0x0) {\n                          local_150 = 0;\n                        }\n                        else {\n                          puVar9 = webGetVarString(param_1,\n                                                  "/SetIPv66in4TunnelSettings/IPv6_LanAddress");\n                          if (puVar9 == (undefined *)0x0) {\n                            local_150 = 0;\n                          }\n                          else {\n                            __s1_00 = webGetVarString(param_1,\n                                                  "/SetIPv66in4TunnelSettings/IPv6_LanIPv6AddressAutoAssignment"\n                                                  );\n                            if (__s1_00 == (char *)0x0) {\n                              local_150 = 0;\n                            }\n                            else {\n                              __s1_01 = webGetVarString(param_1,\n                                                  "/SetIPv66in4TunnelSettings/IPv6_LanAutomaticDhcpPd"\n                                                  );\n                              if (__s1_01 == (char *)0x0) {\n                                local_150 = 0;\n                              }\n                              else {\n                                puVar10 = webGetVarString(param_1,\n                                                  "/SetIPv66in4TunnelSettings/IPv6_LanAutoConfigurationType"\n                                                  );\n                                if (puVar10 == (undefined *)0x0) {\n                                  local_150 = 0;\n                                }\n                                else {\n                                  pcVar11 = webGetVarString(param_1,\n                                                  "/SetIPv66in4TunnelSettings/IPv6_LanRouterAdvertisementLifeTime"\n                                                  );\n                                  if (pcVar11 == (char *)0x0) {\n                                    local_150 = 0;\n                                  }\n                                  else {\n                                    puVar12 = webGetVarString(param_1,\n                                                  "/SetIPv66in4TunnelSettings/IPv6_LanIPv6AddressRangeStart"\n                                                  );\n                                    if (puVar12 == (undefined *)0x0) {\n                                      local_150 = 0;\n                                    }\n                                    else {\n                                      puVar13 = webGetVarString(param_1,\n                                                  "/SetIPv66in4TunnelSettings/IPv6_LanIPv6AddressRangeEnd"\n                                                  );\n                                      if (puVar13 == (undefined *)0x0) {\n                                        local_150 = 0;\n                                      }\n                                      else {\n                                        local_150 = 1;\n                                        serviceApplyAction(1,5,"stop_wanall");\n                                        builtin_strncpy(local_24,"wan_wan0",8);\n                                        local_1c._0_2_ = 0x5f;\n                                        nvram_safe_set("wan_wan1_enable",&DAT_004b9f10);\n                                        nvram_safe_set("wan_wan1_ipv6_type",&DAT_004b9f28);\n                                        pcVar14 = FUN_0046e1b0(local_24,"ipv6_type",acStack_88);\n                                        nvram_safe_set(pcVar14,&DAT_004bc6b4);\n                                        pcVar14 = FUN_0046e1b0(local_24,"ipv6_type_detect",\n                                                               acStack_88);\n                                        nvram_safe_set(pcVar14,&DAT_004b9f28);\n                                        pcVar14 = FUN_0046e1b0(local_24,"ipv6_6in4_v4end",acStack_88\n                                                              );\n                                        nvram_safe_set(pcVar14,puVar3);\n                                        pcVar14 = FUN_0046e1b0(local_24,"ipv6_gateway",acStack_88);\n                                        nvram_safe_set(pcVar14,puVar4);\n                                        pcVar14 = FUN_0046e1b0(local_24,"ipv6_ipaddr",acStack_88);\n                                        nvram_safe_set(pcVar14,puVar5);\n                                        pcVar14 = FUN_0046e1b0(local_24,"ipv6_prefix_length",\n                                                               acStack_88);\n                                        nvram_safe_set(pcVar14,puVar6);\n                                        pcVar14 = FUN_0046e1b0(local_24,"ipv6_dhcppd",acStack_88);\n                                        nvram_safe_set(pcVar14,&DAT_004b95e4);\n                                        iVar2 = strncmp(pcVar1,"Automatic",9);\n                                        if (iVar2 == 0) {\n                                          pcVar1 = FUN_0046e1b0(local_24,"ipv6_dns_manual",\n                                                                acStack_88);\n                                          nvram_set_int(pcVar1,0);\n                                        }\n                                        else {\n                                          pcVar1 = FUN_0046e1b0(local_24,"ipv6_dns_manual",\n                                                                acStack_88);\n                                          nvram_set_int(pcVar1,1);\n                                        }\n                                        snprintf(acStack_e8,0x5d,"%s %s",puVar7,puVar8);\n                                        pcVar1 = FUN_0046e1b0(local_24,"ipv6_dns",acStack_88);\n                                        nvram_safe_set(pcVar1,acStack_e8);']
target_name         : sub_47a3c0
taint_source_addr   : 4300660
end_block           : 4697904
start_block         : 4696236
path                : 0x47af30#0x47af0c#0x47aed0#0x47ae80#0x47ae60#0x47ae40#0x47ae34#0x47ae0c#0x47ade8#0x47adc4#0x47ada4#0x47ad80#0x47ad60#0x47ad3c#0x47ad1c#0x47acf8#0x47acd8#0x47acb4#0x47ac90#0x47ac6c#0x47ac48#0x47ac24#0x47abfc#0x47ab90#0x47ab7c#0x47ab58#0x47ab44#0x47ab2c#0x47ab0c#0x47aaf8#0x47aae0#0x47aac0#0x47aaac#0x47aa94#0x47aa74#0x47aa60#0x47aa48#0x47aa28#0x47aa14#0x47a9fc#0x47a9dc#0x47a9c8#0x47a9b0#0x47a990#0x47a97c#0x47a964#0x47a944#0x47a930#0x47a918#0x47a8f8#0x47a8e4#0x47a8cc#0x47a8ac
visited_functions   : snprintf#webGetVarString
fail2captureConditionsTime: 0
source_insr_addr    : 0x47a8b4
sink_addr           : sub_47a3c0
sink_insr_addr      : 0x47af40
checking_time       : 0
source_name         : sub_47a3c0
source_keyword      : /SetIPv66in4TunnelSettings/IPv6_SecondaryDNS
ghidra_path         : [[4694976, 4696236, 4696264, 4697904, 4697940]]
complete_list       : ['\n/* WARNING: Removing unreachable block (ram,0x0047a5c0) */\n/* WARNING: Removing unreachable block (ram,0x0047a844) */\n\nvoid FUN_0047a3c0(undefined4 *param_1)\n\n{\n  char *pcVar1;\n  size_t __n;\n  int iVar2;\n  undefined *puVar3;\n  undefined *puVar4;\n  undefined *puVar5;\n  undefined *puVar6;\n  undefined *puVar7;\n  undefined *puVar8;\n  char *__s1;\n  undefined *puVar9;\n  char *__s1_00;\n  char *__s1_01;\n  undefined *puVar10;\n  char *pcVar11;\n  undefined *puVar12;\n  undefined *puVar13;\n  char *pcVar14;\n  undefined4 local_150;\n  char acStack_e8 [96];\n  char acStack_88 [100];\n  char local_24 [8];\n  undefined4 local_1c;\n  char local_18 [16];\n  \n  memset(acStack_e8,0,0x5d);\n  builtin_strncpy(local_24,"XXXXXXXX",8);\n  local_1c._0_1_ = \'X\';\n  local_1c._1_1_ = \'X\';\n  local_1c._2_1_ = \'_\';\n  local_1c._3_1_ = \'w\';\n  builtin_strncpy(local_18,"anXXXXXXXXXX_",0xe);\n  pcVar1 = webGetVarString(param_1,"/SetIPv66in4TunnelSettings/IPv6_ConnectionType");\n  if (pcVar1 == (char *)0x0) {\n    local_150 = 0;\n  }\n  else {\n    __n = strlen("IPv6_IPv6InIPv4Tunnel");\n    iVar2 = strncmp(pcVar1,"IPv6_IPv6InIPv4Tunnel",__n);\n    if (iVar2 == 0) {\n      iVar2 = ipv6_wan_getconntype();\n      if (iVar2 < 8) {\n        builtin_strncpy(local_24,"wan_wan0",8);\n        local_1c._0_2_ = 0x5f;\n        puVar3 = webGetVarString(param_1,"/SetIPv66in4TunnelSettings/IPv6_6In4RemoteIPv4Address");\n        if (puVar3 == (undefined *)0x0) {\n          local_150 = 0;\n        }\n        else {\n          puVar4 = webGetVarString(param_1,"/SetIPv66in4TunnelSettings/IPv6_6In4RemoteIPv6Address");\n          if (puVar4 == (undefined *)0x0) {\n            local_150 = 0;\n          }\n          else {\n            puVar5 = webGetVarString(param_1,"/SetIPv66in4TunnelSettings/IPv6_6In4LocalIPv6Address")\n            ;\n            if (puVar5 == (undefined *)0x0) {\n              local_150 = 0;\n            }\n            else {\n              puVar6 = webGetVarString(param_1,\n                                       "/SetIPv66in4TunnelSettings/IPv6_6In4SubnetPrefixLength");\n              if (puVar6 == (undefined *)0x0) {\n                local_150 = 0;\n              }\n              else {\n                pcVar1 = webGetVarString(param_1,"/SetIPv66in4TunnelSettings/IPv6_ObtainDNS");\n                if (pcVar1 == (char *)0x0) {\n                  local_150 = 0;\n                }\n                else {\n                  iVar2 = strncmp(pcVar1,"Automatic",9);\n                  if ((iVar2 == 0) || (iVar2 = strncmp(pcVar1,"Manual",6), iVar2 == 0)) {\n                    puVar7 = webGetVarString(param_1,"/SetIPv66in4TunnelSettings/IPv6_PrimaryDNS");\n                    if (puVar7 == (undefined *)0x0) {\n                      local_150 = 0;\n                    }\n                    else {\n                      puVar8 = webGetVarString(param_1,\n                                               "/SetIPv66in4TunnelSettings/IPv6_SecondaryDNS");\n                      if (puVar8 == (undefined *)0x0) {\n                        local_150 = 0;\n                      }\n                      else {\n                        __s1 = webGetVarString(param_1,"/SetIPv66in4TunnelSettings/IPv6_DhcpPd");\n                        if (__s1 == (char *)0x0) {\n                          local_150 = 0;\n                        }\n                        else {\n                          puVar9 = webGetVarString(param_1,\n                                                  "/SetIPv66in4TunnelSettings/IPv6_LanAddress");\n                          if (puVar9 == (undefined *)0x0) {\n                            local_150 = 0;\n                          }\n                          else {\n                            __s1_00 = webGetVarString(param_1,\n                                                  "/SetIPv66in4TunnelSettings/IPv6_LanIPv6AddressAutoAssignment"\n                                                  );\n                            if (__s1_00 == (char *)0x0) {\n                              local_150 = 0;\n                            }\n                            else {\n                              __s1_01 = webGetVarString(param_1,\n                                                  "/SetIPv66in4TunnelSettings/IPv6_LanAutomaticDhcpPd"\n                                                  );\n                              if (__s1_01 == (char *)0x0) {\n                                local_150 = 0;\n                              }\n                              else {\n                                puVar10 = webGetVarString(param_1,\n                                                  "/SetIPv66in4TunnelSettings/IPv6_LanAutoConfigurationType"\n                                                  );\n                                if (puVar10 == (undefined *)0x0) {\n                                  local_150 = 0;\n                                }\n                                else {\n                                  pcVar11 = webGetVarString(param_1,\n                                                  "/SetIPv66in4TunnelSettings/IPv6_LanRouterAdvertisementLifeTime"\n                                                  );\n                                  if (pcVar11 == (char *)0x0) {\n                                    local_150 = 0;\n                                  }\n                                  else {\n                                    puVar12 = webGetVarString(param_1,\n                                                  "/SetIPv66in4TunnelSettings/IPv6_LanIPv6AddressRangeStart"\n                                                  );\n                                    if (puVar12 == (undefined *)0x0) {\n                                      local_150 = 0;\n                                    }\n                                    else {\n                                      puVar13 = webGetVarString(param_1,\n                                                  "/SetIPv66in4TunnelSettings/IPv6_LanIPv6AddressRangeEnd"\n                                                  );\n                                      if (puVar13 == (undefined *)0x0) {\n                                        local_150 = 0;\n                                      }\n                                      else {\n                                        local_150 = 1;\n                                        serviceApplyAction(1,5,"stop_wanall");\n                                        builtin_strncpy(local_24,"wan_wan0",8);\n                                        local_1c._0_2_ = 0x5f;\n                                        nvram_safe_set("wan_wan1_enable",&DAT_004b9f10);\n                                        nvram_safe_set("wan_wan1_ipv6_type",&DAT_004b9f28);\n                                        pcVar14 = FUN_0046e1b0(local_24,"ipv6_type",acStack_88);\n                                        nvram_safe_set(pcVar14,&DAT_004bc6b4);\n                                        pcVar14 = FUN_0046e1b0(local_24,"ipv6_type_detect",\n                                                               acStack_88);\n                                        nvram_safe_set(pcVar14,&DAT_004b9f28);\n                                        pcVar14 = FUN_0046e1b0(local_24,"ipv6_6in4_v4end",acStack_88\n                                                              );\n                                        nvram_safe_set(pcVar14,puVar3);\n                                        pcVar14 = FUN_0046e1b0(local_24,"ipv6_gateway",acStack_88);\n                                        nvram_safe_set(pcVar14,puVar4);\n                                        pcVar14 = FUN_0046e1b0(local_24,"ipv6_ipaddr",acStack_88);\n                                        nvram_safe_set(pcVar14,puVar5);\n                                        pcVar14 = FUN_0046e1b0(local_24,"ipv6_prefix_length",\n                                                               acStack_88);\n                                        nvram_safe_set(pcVar14,puVar6);\n                                        pcVar14 = FUN_0046e1b0(local_24,"ipv6_dhcppd",acStack_88);\n                                        nvram_safe_set(pcVar14,&DAT_004b95e4);\n                                        iVar2 = strncmp(pcVar1,"Automatic",9);\n                                        if (iVar2 == 0) {\n                                          pcVar1 = FUN_0046e1b0(local_24,"ipv6_dns_manual",\n                                                                acStack_88);\n                                          nvram_set_int(pcVar1,0);\n                                        }\n                                        else {\n                                          pcVar1 = FUN_0046e1b0(local_24,"ipv6_dns_manual",\n                                                                acStack_88);\n                                          nvram_set_int(pcVar1,1);\n                                        }\n                                        snprintf(acStack_e8,0x5d,"%s %s",puVar7,puVar8);\n                                        pcVar1 = FUN_0046e1b0(local_24,"ipv6_dns",acStack_88);\n                                        nvram_safe_set(pcVar1,acStack_e8);\n                                        iVar2 = strncmp(__s1,"Enable",6);\n                                        if (iVar2 == 0) {\n                                          pcVar1 = FUN_0046e1b0(local_24,"ipv6_dhcppd_enable",\n                                                                acStack_88);\n                                          nvram_set_int(pcVar1,1);\n                                        }\n                                        else {\n                                          pcVar1 = FUN_0046e1b0(local_24,"ipv6_dhcppd_enable",\n                                                                acStack_88);\n                                          nvram_set_int(pcVar1,0);\n                                        }\n                                        nvram_safe_set("lan0_ipv6_ipaddr",puVar9);\n                                        nvram_set_int("lan0_ipv6_prefix_length",0x40);\n                                        nvram_set_int("lan0_ipv6_ula_enable",0);\n                                        iVar2 = strncmp(__s1_00,"Enable",6);\n                                        if (iVar2 == 0) {\n                                          nvram_set_int("lan0_ipv6_autoconf_enable",1);\n                                        }\n                                        else {\n                                          nvram_set_int("lan0_ipv6_autoconf_enable",0);\n                                        }\n                                        iVar2 = strncmp(__s1_01,"Enable",6);\n                                        if (iVar2 == 0) {\n                                          nvram_set_int("lan0_ipv6_dhcppd_enable",1);\n                                        }\n                                        else {\n                                          nvram_set_int("lan0_ipv6_dhcppd_enable",0);\n                                        }\n                                        nvram_safe_set("lan0_ipv6_autoconf_type",puVar10);\n                                        if (*pcVar11 != \'\\0\') {\n                                          nvram_safe_set("lan0_ipv6_route_lifetime",pcVar11);\n                                        }\n                                        nvram_safe_set("lan0_ipv6_dhcp_start",puVar12);\n                                        nvram_safe_set("lan0_ipv6_dhcp_end",puVar13);\n                                        nvram_commit(0);\n                                        serviceApplyAction(1,5,"start_wanall");\n                                      }\n                                    }\n                                  }\n                                }\n                              }\n                            }\n                          }\n                        }\n                      }\n                    }\n                  }\n                  else {\n                    local_150 = 0;\n                  }\n                }\n              }\n            }\n          }\n        }\n      }\n      else {\n        local_150 = 0;\n      }\n    }\n    else {\n      local_150 = 0;\n    }\n  }\n  WebsSetResponseResult(param_1,local_150);\n  return;\n}\n']
target_addr         : 0x47a3c0
range_list          : [[86, 181]]
conditions_str      : 
taint_source        : webGetVarString
taint_sink_addr     : 5243160
taint_sink          : nvram_safe_set
set_keyword         : ipv6_dns
source_addr         : 0x419f74
path_flag           : 0x47af30#0x47af0c#0x47aed0#0x47ae80#0x47ae60#0x47ae40#0x47ae34#0x47ae0c#0x47ade8#0x47adc4#0x47ada4#0x47ad80#0x47ad60#0x47ad3c#0x47ad1c#0x47acf8#0x47acd8#0x47acb4#0x47ac90#0x47ac6c#0x47ac48#0x47ac24#0x47abfc#0x47ab90#0x47ab7c#0x47ab58#0x47ab44#0x47ab2c#0x47ab0c#0x47aaf8#0x47aae0#0x47aac0#0x47aaac#0x47aa94#0x47aa74#0x47aa60#0x47aa48#0x47aa28#0x47aa14#0x47a9fc#0x47a9dc#0x47a9c8#0x47a9b0#0x47a990#0x47a97c#0x47a964#0x47a944#0x47a930#0x47a918#0x47a8f8#0x47a8e4#0x47a8cc#0x47a8ac#0x47a898#0x47a880#0x47a860
*** Path #73 ***
error_messges_str   : 
str_length_visited_function: snprintf*93
decompile_list      : ['                    puVar7 = webGetVarString(param_1,"/SetIPv66in4TunnelSettings/IPv6_PrimaryDNS");\n                    if (puVar7 == (undefined *)0x0) {\n                      local_150 = 0;\n                    }\n                    else {\n                      puVar8 = webGetVarString(param_1,\n                                               "/SetIPv66in4TunnelSettings/IPv6_SecondaryDNS");\n                      if (puVar8 == (undefined *)0x0) {\n                        local_150 = 0;\n                      }\n                      else {\n                        __s1 = webGetVarString(param_1,"/SetIPv66in4TunnelSettings/IPv6_DhcpPd");\n                        if (__s1 == (char *)0x0) {\n                          local_150 = 0;\n                        }\n                        else {\n                          puVar9 = webGetVarString(param_1,\n                                                  "/SetIPv66in4TunnelSettings/IPv6_LanAddress");\n                          if (puVar9 == (undefined *)0x0) {\n                            local_150 = 0;\n                          }\n                          else {\n                            __s1_00 = webGetVarString(param_1,\n                                                  "/SetIPv66in4TunnelSettings/IPv6_LanIPv6AddressAutoAssignment"\n                                                  );\n                            if (__s1_00 == (char *)0x0) {\n                              local_150 = 0;\n                            }\n                            else {\n                              __s1_01 = webGetVarString(param_1,\n                                                  "/SetIPv66in4TunnelSettings/IPv6_LanAutomaticDhcpPd"\n                                                  );\n                              if (__s1_01 == (char *)0x0) {\n                                local_150 = 0;\n                              }\n                              else {\n                                puVar10 = webGetVarString(param_1,\n                                                  "/SetIPv66in4TunnelSettings/IPv6_LanAutoConfigurationType"\n                                                  );\n                                if (puVar10 == (undefined *)0x0) {\n                                  local_150 = 0;\n                                }\n                                else {\n                                  pcVar11 = webGetVarString(param_1,\n                                                  "/SetIPv66in4TunnelSettings/IPv6_LanRouterAdvertisementLifeTime"\n                                                  );\n                                  if (pcVar11 == (char *)0x0) {\n                                    local_150 = 0;\n                                  }\n                                  else {\n                                    puVar12 = webGetVarString(param_1,\n                                                  "/SetIPv66in4TunnelSettings/IPv6_LanIPv6AddressRangeStart"\n                                                  );\n                                    if (puVar12 == (undefined *)0x0) {\n                                      local_150 = 0;\n                                    }\n                                    else {\n                                      puVar13 = webGetVarString(param_1,\n                                                  "/SetIPv66in4TunnelSettings/IPv6_LanIPv6AddressRangeEnd"\n                                                  );\n                                      if (puVar13 == (undefined *)0x0) {\n                                        local_150 = 0;\n                                      }\n                                      else {\n                                        local_150 = 1;\n                                        serviceApplyAction(1,5,"stop_wanall");\n                                        builtin_strncpy(local_24,"wan_wan0",8);\n                                        local_1c._0_2_ = 0x5f;\n                                        nvram_safe_set("wan_wan1_enable",&DAT_004b9f10);\n                                        nvram_safe_set("wan_wan1_ipv6_type",&DAT_004b9f28);\n                                        pcVar14 = FUN_0046e1b0(local_24,"ipv6_type",acStack_88);\n                                        nvram_safe_set(pcVar14,&DAT_004bc6b4);\n                                        pcVar14 = FUN_0046e1b0(local_24,"ipv6_type_detect",\n                                                               acStack_88);\n                                        nvram_safe_set(pcVar14,&DAT_004b9f28);\n                                        pcVar14 = FUN_0046e1b0(local_24,"ipv6_6in4_v4end",acStack_88\n                                                              );\n                                        nvram_safe_set(pcVar14,puVar3);\n                                        pcVar14 = FUN_0046e1b0(local_24,"ipv6_gateway",acStack_88);\n                                        nvram_safe_set(pcVar14,puVar4);\n                                        pcVar14 = FUN_0046e1b0(local_24,"ipv6_ipaddr",acStack_88);\n                                        nvram_safe_set(pcVar14,puVar5);\n                                        pcVar14 = FUN_0046e1b0(local_24,"ipv6_prefix_length",\n                                                               acStack_88);\n                                        nvram_safe_set(pcVar14,puVar6);\n                                        pcVar14 = FUN_0046e1b0(local_24,"ipv6_dhcppd",acStack_88);\n                                        nvram_safe_set(pcVar14,&DAT_004b95e4);\n                                        iVar2 = strncmp(pcVar1,"Automatic",9);\n                                        if (iVar2 == 0) {\n                                          pcVar1 = FUN_0046e1b0(local_24,"ipv6_dns_manual",\n                                                                acStack_88);\n                                          nvram_set_int(pcVar1,0);\n                                        }\n                                        else {\n                                          pcVar1 = FUN_0046e1b0(local_24,"ipv6_dns_manual",\n                                                                acStack_88);\n                                          nvram_set_int(pcVar1,1);\n                                        }\n                                        snprintf(acStack_e8,0x5d,"%s %s",puVar7,puVar8);\n                                        pcVar1 = FUN_0046e1b0(local_24,"ipv6_dns",acStack_88);\n                                        nvram_safe_set(pcVar1,acStack_e8);']
target_name         : sub_47a3c0
taint_source_addr   : 4300660
end_block           : 4697904
start_block         : 4696160
path                : 0x47af30#0x47af0c#0x47aed0#0x47ae80#0x47ae60#0x47ae40#0x47ae34#0x47ae0c#0x47ade8#0x47adc4#0x47ada4#0x47ad80#0x47ad60#0x47ad3c#0x47ad1c#0x47acf8#0x47acd8#0x47acb4#0x47ac90#0x47ac6c#0x47ac48#0x47ac24#0x47abfc#0x47ab90#0x47ab7c#0x47ab58#0x47ab44#0x47ab2c#0x47ab0c#0x47aaf8#0x47aae0#0x47aac0#0x47aaac#0x47aa94#0x47aa74#0x47aa60#0x47aa48#0x47aa28#0x47aa14#0x47a9fc#0x47a9dc#0x47a9c8#0x47a9b0#0x47a990#0x47a97c#0x47a964#0x47a944#0x47a930#0x47a918#0x47a8f8#0x47a8e4#0x47a8cc#0x47a8ac#0x47a860
visited_functions   : snprintf#webGetVarString
fail2captureConditionsTime: 0
source_insr_addr    : 0x47a868
sink_addr           : sub_47a3c0
sink_insr_addr      : 0x47af40
checking_time       : 0
source_name         : sub_47a3c0
source_keyword      : /SetIPv66in4TunnelSettings/IPv6_PrimaryDNS
ghidra_path         : [[4694976, 4696160, 4696188, 4697904, 4697940]]
