Call site: 0x43a828; Identifier: nvram_bufset; Key: SSID1; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x43a80c
  [1] Call site: 0x457d78; Identifier: nvram_safe_set; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457d60
  [1] Call site: 0x439d24; Identifier: nvram_safe_set; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439d0c
Call site: 0x41aba0; Identifier: nvram_safe_get; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41ab80
  [1] Call site: 0x457d78; Identifier: nvram_safe_set; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457d60
  [1] Call site: 0x439d24; Identifier: nvram_safe_set; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439d0c
Call site: 0x41b9fc; Identifier: nvram_safe_get; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41b9dc
  [1] Call site: 0x457d78; Identifier: nvram_safe_set; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457d60
  [1] Call site: 0x439d24; Identifier: nvram_safe_set; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439d0c
Call site: 0x41ba94; Identifier: nvram_safe_get; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41ba74
  [1] Call site: 0x457d78; Identifier: nvram_safe_set; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457d60
  [1] Call site: 0x439d24; Identifier: nvram_safe_set; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439d0c
Call site: 0x41bb2c; Identifier: nvram_safe_get; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41bb0c
  [1] Call site: 0x457d78; Identifier: nvram_safe_set; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457d60
  [1] Call site: 0x439d24; Identifier: nvram_safe_set; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439d0c
Call site: 0x41bde0; Identifier: nvram_safe_get; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41bdc0
  [1] Call site: 0x457d78; Identifier: nvram_safe_set; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457d60
  [1] Call site: 0x439d24; Identifier: nvram_safe_set; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439d0c
Call site: 0x4118b4; Identifier: nvram_safe_get; Key: wan_wan0_vpn_passwd; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x411894
  [1] Call site: 0x457dac; Identifier: nvram_safe_set; Key: wan_wan0_vpn_passwd; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457d94
  [1] Call site: 0x439d58; Identifier: nvram_safe_set; Key: wan_wan0_vpn_passwd; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439d40
Call site: 0x411cd0; Identifier: nvram_safe_get; Key: wan_wan0_vpn_passwd; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x411cb0
  [1] Call site: 0x457dac; Identifier: nvram_safe_set; Key: wan_wan0_vpn_passwd; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457d94
  [1] Call site: 0x439d58; Identifier: nvram_safe_set; Key: wan_wan0_vpn_passwd; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439d40
Call site: 0x41a830; Identifier: nvram_safe_get; Key: wan_wan0_vpn_passwd; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41a814
  [1] Call site: 0x457dac; Identifier: nvram_safe_set; Key: wan_wan0_vpn_passwd; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457d94
  [1] Call site: 0x439d58; Identifier: nvram_safe_set; Key: wan_wan0_vpn_passwd; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439d40
Call site: 0x41a8c8; Identifier: nvram_safe_get; Key: wan_wan0_vpn_passwd; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41a8ac
  [1] Call site: 0x457dac; Identifier: nvram_safe_set; Key: wan_wan0_vpn_passwd; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457d94
  [1] Call site: 0x439d58; Identifier: nvram_safe_set; Key: wan_wan0_vpn_passwd; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439d40
Call site: 0x41abec; Identifier: nvram_safe_get; Key: wan_wan0_vpn_passwd; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41abcc
  [1] Call site: 0x457dac; Identifier: nvram_safe_set; Key: wan_wan0_vpn_passwd; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457d94
  [1] Call site: 0x439d58; Identifier: nvram_safe_set; Key: wan_wan0_vpn_passwd; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439d40
Call site: 0x41ba20; Identifier: nvram_safe_get; Key: wan_wan0_vpn_passwd; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41ba04
  [1] Call site: 0x457dac; Identifier: nvram_safe_set; Key: wan_wan0_vpn_passwd; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457d94
  [1] Call site: 0x439d58; Identifier: nvram_safe_set; Key: wan_wan0_vpn_passwd; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439d40
Call site: 0x41bab8; Identifier: nvram_safe_get; Key: wan_wan0_vpn_passwd; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41ba9c
  [1] Call site: 0x457dac; Identifier: nvram_safe_set; Key: wan_wan0_vpn_passwd; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457d94
  [1] Call site: 0x439d58; Identifier: nvram_safe_set; Key: wan_wan0_vpn_passwd; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439d40
Call site: 0x41bb50; Identifier: nvram_safe_get; Key: wan_wan0_vpn_passwd; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41bb34
  [1] Call site: 0x457dac; Identifier: nvram_safe_set; Key: wan_wan0_vpn_passwd; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457d94
  [1] Call site: 0x439d58; Identifier: nvram_safe_set; Key: wan_wan0_vpn_passwd; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439d40
Call site: 0x41be04; Identifier: nvram_safe_get; Key: wan_wan0_vpn_passwd; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41bde8
  [1] Call site: 0x457dac; Identifier: nvram_safe_set; Key: wan_wan0_vpn_passwd; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457d94
  [1] Call site: 0x439d58; Identifier: nvram_safe_set; Key: wan_wan0_vpn_passwd; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439d40
Call site: 0x408ed0; Identifier: nvram_safe_get; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x408ebc
  [1] Call site: 0x457ec8; Identifier: nvram_safe_set; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457eb0
  [1] Call site: 0x439e74; Identifier: nvram_safe_set; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439e5c
Call site: 0x41194c; Identifier: nvram_safe_get; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41192c
  [1] Call site: 0x457ec8; Identifier: nvram_safe_set; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457eb0
  [1] Call site: 0x439e74; Identifier: nvram_safe_set; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439e5c
Call site: 0x411d68; Identifier: nvram_safe_get; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x411d48
  [1] Call site: 0x457ec8; Identifier: nvram_safe_set; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457eb0
  [1] Call site: 0x439e74; Identifier: nvram_safe_set; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439e5c
Call site: 0x41ae64; Identifier: nvram_safe_get; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41ae44
  [1] Call site: 0x457ec8; Identifier: nvram_safe_set; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457eb0
  [1] Call site: 0x439e74; Identifier: nvram_safe_set; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439e5c
Call site: 0x41bd10; Identifier: nvram_safe_get; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41bcf4
  [1] Call site: 0x457ec8; Identifier: nvram_safe_set; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457eb0
  [1] Call site: 0x439e74; Identifier: nvram_safe_set; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439e5c
Call site: 0x4391b0; Identifier: nvram_safe_get; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x43919c
  [1] Call site: 0x457ec8; Identifier: nvram_safe_set; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457eb0
  [1] Call site: 0x439e74; Identifier: nvram_safe_set; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439e5c
Call site: 0x4211e0; Identifier: nvram_safe_get; Key: vlan_wlan_service_mapping; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x4211c4
  [1] Call site: 0x45b7b4; Identifier: nvram_safe_set; Key: vlan_wlan_service_mapping; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45b798
Call site: 0x421150; Identifier: nvram_safe_get; Key: vlan_lan_dev1_service_mapping; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x421134
  [1] Call site: 0x45b724; Identifier: nvram_safe_set; Key: vlan_lan_dev1_service_mapping; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45b708
Call site: 0x439be8; Identifier: nvram_safe_set; Key: wan_wan0_vpn_dns; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439bcc
  [1] Call site: 0x411e98; Identifier: nvram_safe_get; Key: wan_wan0_vpn_dns; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x411e78
  [1] Call site: 0x411784; Identifier: nvram_safe_get; Key: wan_wan0_vpn_dns; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x411764
Call site: 0x411784; Identifier: nvram_safe_get; Key: wan_wan0_vpn_dns; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x411764
  [1] Call site: 0x439be8; Identifier: nvram_safe_set; Key: wan_wan0_vpn_dns; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439bcc
  [1] Call site: 0x457c3c; Identifier: nvram_safe_set; Key: wan_wan0_vpn_dns; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457c20
Call site: 0x411e98; Identifier: nvram_safe_get; Key: wan_wan0_vpn_dns; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x411e78
  [1] Call site: 0x439be8; Identifier: nvram_safe_set; Key: wan_wan0_vpn_dns; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439bcc
  [1] Call site: 0x457c3c; Identifier: nvram_safe_set; Key: wan_wan0_vpn_dns; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457c20
Call site: 0x457c3c; Identifier: nvram_safe_set; Key: wan_wan0_vpn_dns; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457c20
  [1] Call site: 0x411e98; Identifier: nvram_safe_get; Key: wan_wan0_vpn_dns; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x411e78
  [1] Call site: 0x411784; Identifier: nvram_safe_get; Key: wan_wan0_vpn_dns; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x411764
Call site: 0x419e20; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x419e0c
  [1] Call site: 0x457250; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457238
  [1] Call site: 0x4391dc; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4391c4
  [1] Call site: 0x4574f8; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4574e0
  [1] Call site: 0x4393f0; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4393d8
Call site: 0x419e50; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x419e3c
  [1] Call site: 0x457250; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457238
  [1] Call site: 0x4391dc; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4391c4
  [1] Call site: 0x4574f8; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4574e0
  [1] Call site: 0x4393f0; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4393d8
Call site: 0x419eb8; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x419e80
  [1] Call site: 0x457250; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457238
  [1] Call site: 0x4391dc; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4391c4
  [1] Call site: 0x4574f8; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4574e0
  [1] Call site: 0x4393f0; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4393d8
Call site: 0x41a24c; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41a238
  [1] Call site: 0x457250; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457238
  [1] Call site: 0x4391dc; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4391c4
  [1] Call site: 0x4574f8; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4574e0
  [1] Call site: 0x4393f0; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4393d8
Call site: 0x41a27c; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41a268
  [1] Call site: 0x457250; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457238
  [1] Call site: 0x4391dc; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4391c4
  [1] Call site: 0x4574f8; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4574e0
  [1] Call site: 0x4393f0; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4393d8
Call site: 0x41a2e4; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41a2ac
  [1] Call site: 0x457250; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457238
  [1] Call site: 0x4391dc; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4391c4
  [1] Call site: 0x4574f8; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4574e0
  [1] Call site: 0x4393f0; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4393d8
Call site: 0x47712c; Identifier: nvram_safe_set; Key: ntp_localtime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x47710c
  [1] Call site: 0x4389ac; Identifier: nvram_safe_get; Key: ntp_localtime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x438990
Call site: 0x4389ac; Identifier: nvram_safe_get; Key: ntp_localtime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x438990
  [1] Call site: 0x47712c; Identifier: nvram_safe_set; Key: ntp_localtime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x47710c
Call site: 0x408f1c; Identifier: nvram_safe_get; Key: wan_wan0_vpn_autoreconn; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x408f08
  [1] Call site: 0x439db4; Identifier: nvram_safe_set; Key: wan_wan0_vpn_autoreconn; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439d9c
  [1] Call site: 0x457e08; Identifier: nvram_safe_set; Key: wan_wan0_vpn_autoreconn; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457df0
Call site: 0x41a550; Identifier: nvram_safe_get; Key: wan_wan0_vpn_autoreconn; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41a53c
  [1] Call site: 0x439db4; Identifier: nvram_safe_set; Key: wan_wan0_vpn_autoreconn; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439d9c
  [1] Call site: 0x457e08; Identifier: nvram_safe_set; Key: wan_wan0_vpn_autoreconn; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457df0
Call site: 0x41b708; Identifier: nvram_safe_get; Key: wan_wan0_vpn_autoreconn; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41b6f4
  [1] Call site: 0x439db4; Identifier: nvram_safe_set; Key: wan_wan0_vpn_autoreconn; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439d9c
  [1] Call site: 0x457e08; Identifier: nvram_safe_set; Key: wan_wan0_vpn_autoreconn; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457df0
Call site: 0x4391fc; Identifier: nvram_safe_get; Key: wan_wan0_vpn_autoreconn; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x4391e8
  [1] Call site: 0x439db4; Identifier: nvram_safe_set; Key: wan_wan0_vpn_autoreconn; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439d9c
  [1] Call site: 0x457e08; Identifier: nvram_safe_set; Key: wan_wan0_vpn_autoreconn; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457df0
Call site: 0x43d80c; Identifier: nvram_safe_get; Key: DDNSAccount; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x43d7f0
  [1] Call site: 0x444f88; Identifier: nvram_safe_set; Key: DDNSAccount; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x444f70
Call site: 0x43e034; Identifier: nvram_safe_get; Key: DDNSAccount; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x43e018
  [1] Call site: 0x444f88; Identifier: nvram_safe_set; Key: DDNSAccount; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x444f70
Call site: 0x433de0; Identifier: nvram_safe_get; Key: lan0_ipv6_dhcp_start; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x433dc8
  [1] Call site: 0x4733c4; Identifier: nvram_safe_set; Key: lan0_ipv6_dhcp_start; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4733ac
  [1] Call site: 0x46c3d8; Identifier: nvram_safe_set; Key: lan0_ipv6_dhcp_start; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46c3c0
  [1] Call site: 0x4755ac; Identifier: nvram_safe_set; Key: lan0_ipv6_dhcp_start; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x475594
  [1] Call site: 0x46ee88; Identifier: nvram_safe_set; Key: lan0_ipv6_dhcp_start; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46ee70
  [1] Call site: 0x468c74; Identifier: nvram_safe_set; Key: lan0_ipv6_dhcp_start; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x468c5c
  [1] Call site: 0x471a18; Identifier: nvram_safe_set; Key: lan0_ipv6_dhcp_start; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x471a00
  [1] Call site: 0x46f83c; Identifier: nvram_safe_set; Key: lan0_ipv6_dhcp_start; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46f824
  [1] Call site: 0x46a808; Identifier: nvram_safe_set; Key: lan0_ipv6_dhcp_start; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x46a7f0
Call site: 0x421204; Identifier: nvram_safe_get; Key: vlan_wlan_guest_service_mapping; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x4211e8
