Call site: 0x43d92c; Identifier: nvram_safe_set; Key: wan_wan0_pppoe_autoreconn; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/prog.cgi; Block Addr: 0x43d914
  [1] Call site: 0x414818; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x414804
  [0] Call site: 0x43a27c; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x43a260
  [0] Call site: 0x438f0c; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x438ef0
Call site: 0x451040; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x451024
  [1] Call site: 0x406bfc; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x406bf0
  [1] Call site: 0x414818; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x414804
  [0] Call site: 0x43a27c; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x43a260
  [0] Call site: 0x438f0c; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x438ef0
Call site: 0x451084; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x451068
  [1] Call site: 0x406bfc; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x406bf0
  [1] Call site: 0x414818; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x414804
  [0] Call site: 0x43a27c; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x43a260
  [0] Call site: 0x438f0c; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x438ef0
Call site: 0x4510c8; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4510ac
  [1] Call site: 0x406bfc; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x406bf0
  [1] Call site: 0x414818; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x414804
  [0] Call site: 0x43a27c; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x43a260
  [0] Call site: 0x438f0c; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x438ef0
Call site: 0x45110c; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4510f0
  [1] Call site: 0x406bfc; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x406bf0
  [1] Call site: 0x414818; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x414804
  [0] Call site: 0x43a27c; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x43a260
  [0] Call site: 0x438f0c; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x438ef0
Call site: 0x45113c; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x451120
  [1] Call site: 0x406bfc; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x406bf0
  [1] Call site: 0x414818; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x414804
  [0] Call site: 0x43a27c; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x43a260
  [0] Call site: 0x438f0c; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x438ef0
Call site: 0x451428; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x451410
  [1] Call site: 0x406bfc; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x406bf0
  [1] Call site: 0x414818; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x414804
  [0] Call site: 0x43a27c; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x43a260
  [0] Call site: 0x438f0c; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x438ef0
Call site: 0x452d28; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x452d0c
  [1] Call site: 0x406bfc; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x406bf0
  [1] Call site: 0x414818; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x414804
  [0] Call site: 0x43a27c; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x43a260
  [0] Call site: 0x438f0c; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x438ef0
Call site: 0x452d6c; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x452d50
  [1] Call site: 0x406bfc; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x406bf0
  [1] Call site: 0x414818; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x414804
  [0] Call site: 0x43a27c; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x43a260
  [0] Call site: 0x438f0c; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x438ef0
Call site: 0x452db0; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x452d94
  [1] Call site: 0x406bfc; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x406bf0
  [1] Call site: 0x414818; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x414804
  [0] Call site: 0x43a27c; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x43a260
  [0] Call site: 0x438f0c; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x438ef0
Call site: 0x452df4; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x452dd8
  [1] Call site: 0x406bfc; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x406bf0
  [1] Call site: 0x414818; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x414804
  [0] Call site: 0x43a27c; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x43a260
  [0] Call site: 0x438f0c; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x438ef0
Call site: 0x452e24; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x452e08
  [1] Call site: 0x406bfc; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x406bf0
  [1] Call site: 0x414818; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x414804
  [0] Call site: 0x43a27c; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x43a260
  [0] Call site: 0x438f0c; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x438ef0
Call site: 0x453120; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x453108
  [1] Call site: 0x406bfc; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x406bf0
  [1] Call site: 0x414818; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x414804
  [0] Call site: 0x43a27c; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x43a260
  [0] Call site: 0x438f0c; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x438ef0
Call site: 0x454504; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4544ec
  [1] Call site: 0x406bfc; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x406bf0
  [1] Call site: 0x414818; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/lib/librcm.so; Block Addr: 0x414804
  [0] Call site: 0x43a27c; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x43a260
  [0] Call site: 0x438f0c; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x438ef0
Call site: 0x4564e4; Identifier: nvram_safe_set; Key: usbdisks; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4564c4
  [0] Call site: 0x45602c; Identifier: nvram_safe_get; Key: usbdisks; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x456014
  [0] Call site: 0x456074; Identifier: nvram_safe_get; Key: usbdisks; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x456060
  [0] Call site: 0x45641c; Identifier: nvram_safe_get; Key: usbdisks; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x456408
  [0] Call site: 0x456464; Identifier: nvram_safe_get; Key: usbdisks; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x456450
Call site: 0x45602c; Identifier: nvram_safe_get; Key: usbdisks; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x456014
  [0] Call site: 0x4564e4; Identifier: nvram_safe_set; Key: usbdisks; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4564c4
  [0] Call site: 0x4565bc; Identifier: nvram_safe_set; Key: usbdisks; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4565a4
  [0] Call site: 0x456a48; Identifier: nvram_safe_set; Key: usbdisks; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x456a2c
Call site: 0x456074; Identifier: nvram_safe_get; Key: usbdisks; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x456060
  [0] Call site: 0x4564e4; Identifier: nvram_safe_set; Key: usbdisks; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4564c4
  [0] Call site: 0x4565bc; Identifier: nvram_safe_set; Key: usbdisks; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4565a4
  [0] Call site: 0x456a48; Identifier: nvram_safe_set; Key: usbdisks; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x456a2c
Call site: 0x45641c; Identifier: nvram_safe_get; Key: usbdisks; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x456408
  [0] Call site: 0x4564e4; Identifier: nvram_safe_set; Key: usbdisks; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4564c4
  [0] Call site: 0x4565bc; Identifier: nvram_safe_set; Key: usbdisks; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4565a4
  [0] Call site: 0x456a48; Identifier: nvram_safe_set; Key: usbdisks; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x456a2c
Call site: 0x456464; Identifier: nvram_safe_get; Key: usbdisks; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x456450
  [0] Call site: 0x4564e4; Identifier: nvram_safe_set; Key: usbdisks; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4564c4
  [0] Call site: 0x4565bc; Identifier: nvram_safe_set; Key: usbdisks; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4565a4
  [0] Call site: 0x456a48; Identifier: nvram_safe_set; Key: usbdisks; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x456a2c
Call site: 0x4565bc; Identifier: nvram_safe_set; Key: usbdisks; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4565a4
  [0] Call site: 0x45602c; Identifier: nvram_safe_get; Key: usbdisks; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x456014
  [0] Call site: 0x456074; Identifier: nvram_safe_get; Key: usbdisks; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x456060
  [0] Call site: 0x45641c; Identifier: nvram_safe_get; Key: usbdisks; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x456408
  [0] Call site: 0x456464; Identifier: nvram_safe_get; Key: usbdisks; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x456450
Call site: 0x456a48; Identifier: nvram_safe_set; Key: usbdisks; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x456a2c
  [0] Call site: 0x45602c; Identifier: nvram_safe_get; Key: usbdisks; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x456014
  [0] Call site: 0x456074; Identifier: nvram_safe_get; Key: usbdisks; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x456060
  [0] Call site: 0x45641c; Identifier: nvram_safe_get; Key: usbdisks; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x456408
  [0] Call site: 0x456464; Identifier: nvram_safe_get; Key: usbdisks; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x456450
Call site: 0x411e5c; Identifier: nvram_safe_set; Key: lan0_ipv6_ula_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x411e40
  [0] Call site: 0x411f00; Identifier: nvram_safe_get; Key: lan0_ipv6_ula_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x411eec
Call site: 0x411f00; Identifier: nvram_safe_get; Key: lan0_ipv6_ula_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x411eec
  [0] Call site: 0x411e5c; Identifier: nvram_safe_set; Key: lan0_ipv6_ula_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x411e40
  [0] Call site: 0x411eb4; Identifier: nvram_safe_set; Key: lan0_ipv6_ula_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x411e94
Call site: 0x411eb4; Identifier: nvram_safe_set; Key: lan0_ipv6_ula_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x411e94
  [0] Call site: 0x411f00; Identifier: nvram_safe_get; Key: lan0_ipv6_ula_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x411eec
Call site: 0x438f0c; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x438ef0
  [0] Call site: 0x41204c; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x412034
  [0] Call site: 0x452e24; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x452e08
  [0] Call site: 0x451428; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x451410
  [0] Call site: 0x451040; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x451024
  [0] Call site: 0x43cb60; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x43cb48
  [0] Call site: 0x452d6c; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x452d50
  [0] Call site: 0x45110c; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4510f0
  [0] Call site: 0x411e8c; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x411e70
  [0] Call site: 0x451084; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x451068
  [0] Call site: 0x452db0; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x452d94
  [0] Call site: 0x45113c; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x451120
  [0] Call site: 0x453120; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x453108
  [0] Call site: 0x419dbc; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x419d9c
  [0] Call site: 0x452d28; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x452d0c
  [0] Call site: 0x454504; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4544ec
  [0] Call site: 0x411e18; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x411dfc
  [0] Call site: 0x452df4; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x452dd8
  [0] Call site: 0x4510c8; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4510ac
  [0] Call site: 0x411f24; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x411f08
  [0] Call site: 0x419ab8; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x419a98
Call site: 0x43a27c; Identifier: nvram_safe_get; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x43a260
  [0] Call site: 0x41204c; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x412034
  [0] Call site: 0x452e24; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x452e08
  [0] Call site: 0x451428; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x451410
  [0] Call site: 0x451040; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x451024
  [0] Call site: 0x43cb60; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x43cb48
  [0] Call site: 0x452d6c; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x452d50
  [0] Call site: 0x45110c; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4510f0
  [0] Call site: 0x411e8c; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x411e70
  [0] Call site: 0x451084; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x451068
  [0] Call site: 0x452db0; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x452d94
  [0] Call site: 0x45113c; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x451120
  [0] Call site: 0x453120; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x453108
  [0] Call site: 0x419dbc; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x419d9c
  [0] Call site: 0x452d28; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x452d0c
  [0] Call site: 0x454504; Identifier: nvram_safe_set; Key: lan0_ipv6_prefix; File: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/rc; Block Addr: 0x4544ec
